channel,id,y,x,area,peak_contrast,mean_raw,max_raw,parent_count
dead,1,4.534666466760496,43.530562958665534,22,7.390589156403708,6.181818181818182,23.0,1
dead,2,10.732912461390487,767.5333368925333,18,7.4175134980642845,5.888888888888889,17.0,1
dead,3,14.205148052638144,634.7474324856872,31,9.581404547755014,6.064516129032258,17.0,1
dead,4,17.394358185989113,834.1272488375488,28,20.918181753714506,10.571428571428571,46.0,1
dead,5,29.01118171219783,260.52867502239263,16,6.514822729572426,6.125,16.0,1
dead,6,35.22170712483738,420.01637248717145,54,30.382958641439494,10.462962962962964,71.0,1
dead,7,44.092647377104484,279.20609677382225,30,28.441681994863114,12.366666666666667,63.0,1
dead,8,48.10218148435506,35.71842889542537,25,11.102227647197694,6.72,30.0,1
dead,9,51.34240395540688,70.38723633882509,15,4.804884719756344,4.333333333333333,7.0,1
dead,10,57.98811787832133,157.44198491856335,34,13.938950131860414,7.882352941176471,30.0,1
dead,11,59.217412135833555,992.6044343955176,34,12.075841423755021,7.647058823529412,30.0,1
dead,12,59.63024562326705,757.8168027384564,19,9.285407034669522,5.7368421052631575,24.0,1
dead,13,71.7115284686197,1020.0766714312957,12,4.094613618721149,3.8333333333333335,13.0,1
dead,14,75.44874240674436,813.5167622652145,27,8.17715909486644,5.962962962962963,20.0,1
dead,15,77.32107555688849,361.7079075857281,41,41.03337882999066,16.73170731707317,66.0,1
dead,16,80.25819589813652,372.24307596626824,55,25.26957242060116,11.945454545454545,50.0,1
dead,17,82.21210682186256,333.7187917450733,41,26.861693630166826,12.268292682926829,46.0,1
dead,18,94.72589072253784,133.39529545030027,17,4.85395231121646,5.0,16.0,1
dead,19,95.19068938647362,726.8332476008515,21,6.61238368448869,5.333333333333333,20.0,1
dead,20,95.43330497360728,889.1688859212213,21,5.0294228889088926,4.428571428571429,20.0,1
dead,21,97.40216023920621,855.866663471283,28,13.813564258246414,7.178571428571429,26.0,1
dead,22,100.1462613271278,19.947980004954896,35,23.725953291624243,11.714285714285714,40.0,1
dead,23,98.65378963709364,561.9455129698277,13,4.053333068484229,4.6923076923076925,10.0,1
dead,24,107.41275482299038,114.25045484429567,14,6.071573655836374,5.571428571428571,17.0,1
dead,25,109.09683699841865,134.8116021205344,23,8.545323603697534,6.260869565217392,17.0,1
dead,26,110.33764666932507,314.74666045152327,39,10.040391820133571,6.153846153846154,20.0,1
dead,27,113.37494648752457,196.8982064225395,33,12.92212968659799,7.0,23.0,1
dead,28,115.32719660267641,21.57325392995243,45,14.391076429564672,8.822222222222223,30.0,1
dead,29,113.65830244967628,994.0891528412437,22,16.76541677139852,8.318181818181818,47.0,1
dead,30,116.25396911437578,383.60323727441454,27,17.135178464286664,8.88888888888889,44.0,1
dead,31,120.31091293919097,864.0702503386667,28,38.95117664750181,14.892857142857142,111.0,1
dead,32,125.80235076882724,248.33861984001038,24,5.485106356524274,4.708333333333333,14.0,1
dead,33,133.44772398178813,838.8538536987797,40,26.679721301461434,11.85,57.0,1
dead,34,138.68342490459372,925.247373770674,50,38.60007047361174,17.92,80.0,1
dead,35,144.893470568409,100.2275482392873,42,18.027820482368156,8.285714285714286,44.0,1
dead,36,142.82025957655136,937.2278145537069,20,5.87051834830535,5.35,14.0,1
dead,37,145.76634808227027,10.560270893292593,31,12.25849868720447,7.161290322580645,20.0,1
dead,38,145.84986297498807,337.32466909853997,30,15.17579507215248,7.5,30.0,1
dead,39,145.8149565047396,972.5511224384129,28,22.40979387627726,10.75,40.0,1
dead,40,161.08340444502153,907.316590628559,16,6.208895970761676,6.0625,10.0,1
dead,41,168.57899157287588,111.43054381963269,22,7.21961535985357,5.318181818181818,17.0,1
dead,42,169.01729986650844,686.9615039101857,20,6.68391041541647,5.6,13.0,1
dead,43,176.30022632448578,149.42339435848976,34,50.01023657062962,19.0,107.0,1
dead,44,184.1550666149906,579.8256788738142,37,83.34666668772022,28.243243243243242,171.0,1
dead,45,190.12589287264734,658.1410309573944,22,7.079645282648549,5.590909090909091,14.0,1
dead,46,197.19600874108949,391.1074400250811,37,16.614278417868515,7.27027027027027,43.0,1
dead,47,197.86839331974465,452.9868786423643,33,19.823938508120882,8.424242424242424,44.0,1
dead,48,203.38660555994596,132.24138083991443,23,6.031920361814623,5.391304347826087,16.0,1
dead,49,202.3278115341842,203.20417487592678,17,4.475490242811241,4.764705882352941,13.0,1
dead,50,202.33192002982523,318.0286870457135,27,20.919304378747693,9.925925925925926,50.0,1
dead,51,206.13701841551443,1000.9564868773476,33,16.2838282825246,7.787878787878788,43.0,1
dead,52,205.40128832721777,721.3867791327933,20,9.886227937861694,6.95,23.0,1
