channel,id,y,x,area,peak_contrast,mean_raw,max_raw,parent_count
dead,1,11.91086022465505,130.3524549559333,20,8.852098693141283,6.3,30.0,1
dead,2,26.590096897549497,159.19110604551977,24,11.811629997603074,6.5,30.0,1
dead,3,34.19365729673309,830.9262485069195,36,5.153597554059095,4.305555555555555,13.0,1
dead,4,40.83071999600295,85.9430376856901,34,16.726794728215555,8.441176470588236,24.0,1
dead,5,39.99847499318245,689.9789125612248,21,13.132681387685992,8.0,24.0,1
dead,6,65.77514811176636,151.7792415192069,33,9.785089169551656,6.696969696969697,24.0,1
dead,7,74.03345482546176,772.5537502591204,35,19.652516306640265,9.771428571428572,30.0,1
dead,8,78.97893316840855,743.8197921680074,27,5.339767294523708,4.407407407407407,13.0,1
dead,9,77.85018776898895,782.5538317799114,21,5.697473915073911,4.904761904761905,13.0,1
dead,10,87.27626228232644,10.833981437468468,45,4.27058196120017,4.288888888888889,10.0,1
dead,11,91.18787678616556,412.14563493503834,24,11.554882632204954,7.208333333333333,27.0,1
dead,12,93.22820330583832,429.5509888791426,36,24.687038899394654,12.305555555555555,57.0,1
dead,13,96.89520373012581,230.57749886840483,36,30.670625795693464,13.555555555555555,82.0,1
dead,14,99.89070664868348,402.7146822644615,21,9.575081003385481,6.476190476190476,20.0,1
dead,15,101.46283386366777,524.2699543556024,17,6.463703328662174,4.882352941176471,14.0,1
dead,16,104.22020280457251,106.3947504891822,25,5.277501848012113,4.6,14.0,1
dead,17,103.69735448252138,545.3256186768333,23,13.317804758239788,6.869565217391305,43.0,1
dead,18,105.83820187051734,360.61786959844574,26,5.90725539542715,4.730769230769231,14.0,1
dead,19,108.61452274821998,430.6263424051759,42,14.374719356533422,8.80952380952381,27.0,1
dead,20,113.13915516735746,794.9761653668453,22,14.14331281378383,7.2272727272727275,40.0,1
dead,21,139.0601986579596,510.5529927415259,44,18.011298271372677,7.431818181818182,46.0,1
dead,22,145.6750565923158,59.94819432022889,19,7.0747872935259055,5.2631578947368425,23.0,1
dead,23,154.83650126643693,370.69011727055727,21,10.24559619655739,6.619047619047619,27.0,1
dead,24,159.00558611238264,52.24370161953129,27,27.4496176151314,11.666666666666666,61.0,1
dead,25,164.04555860037274,363.06777305169413,23,6.90602300247449,5.565217391304348,13.0,1
dead,26,168.7522243045365,79.14627372208015,26,8.692965776518255,5.961538461538462,16.0,1
dead,27,169.47542155389996,5.052534174627381,19,13.92601990132687,8.052631578947368,43.0,1
dead,28,171.35661335728457,559.9289393113218,28,13.41171979714575,7.321428571428571,27.0,1
dead,29,171.9443031072262,408.68856761108515,14,4.0530943457448405,4.357142857142857,10.0,1
dead,30,176.18290925271438,158.63852630397957,26,14.888476652535813,8.961538461538462,44.0,1
dead,31,176.77170009968896,166.43673679775958,17,4.576677257124603,5.235294117647059,13.0,1
dead,32,183.07958795934312,989.1251203044161,31,23.094499438487542,10.161290322580646,47.0,1
dead,33,187.57922503323968,168.06620379118345,30,37.90660293412113,16.466666666666665,80.0,1
dead,34,191.9999044063785,370.4298134441761,25,16.21954440774414,8.36,40.0,1
dead,35,194.21204467512413,801.6151849665736,15,4.786578115170253,5.266666666666667,14.0,1
dead,36,198.50962895921845,542.9511989825949,20,4.622892472559018,4.6,10.0,1
dead,37,206.3800964227011,449.1866858242651,37,21.36291934668645,10.864864864864865,43.0,1
dead,38,210.28492507580827,339.5464986126967,43,7.369723420434982,5.837209302325581,16.0,1
dead,39,210.05838663937396,937.9862938881453,15,4.285068249466007,4.6,13.0,1
dead,40,211.33504008695078,268.0055024161707,13,4.127255053278516,4.230769230769231,13.0,1
dead,41,212.94097662012788,5.450059443883551,22,10.107465096401146,6.2272727272727275,23.0,1
dead,42,220.95379136188302,13.388688310631483,18,9.581667509687737,7.166666666666667,23.0,1
dead,43,220.6924108565411,112.66266338248604,22,4.829852049692628,4.454545454545454,13.0,1
dead,44,230.7091690909456,355.4364681727992,50,11.873758638804608,7.1,30.0,1
dead,45,231.95629704602396,309.3800542251659,41,7.907424591941319,5.780487804878049,17.0,1
